candidate_id,structure_type,timeframe_policy,swing_degree,ewo_wave_role_label,ewo_role_support,ewo_role_reasons,ewo_role_penalty,guided_quality_bucket,chart_path
abc_forex_audjpy_h4_minor_abc_002,abc_correction,primary_h4_d1,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_029_abc_forex_audjpy_h4_minor_abc_002.png
abc_metals_xagusd_h4_minor_abc_003,invalid_or_negative,primary_h4_d1,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_030_abc_metals_xagusd_h4_minor_abc_003.png
abc_index_aus200_h4_minor_abc_005,invalid_or_negative,primary_h4_d1,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_031_abc_index_aus200_h4_minor_abc_005.png
abc_forex_audjpy_h4_minor_abc_005,invalid_or_negative,primary_h4_d1,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_032_abc_forex_audjpy_h4_minor_abc_005.png
abc_forex_audjpy_h4_major_abc_003,abc_correction,primary_h4_d1,major,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_033_abc_forex_audjpy_h4_major_abc_003.png
abc_metals_xagusd_h4_major_abc_003,invalid_or_negative,primary_h4_d1,major,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_034_abc_metals_xagusd_h4_major_abc_003.png
abc_index_aus200_h4_major_abc_006,abc_correction,primary_h4_d1,major,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_035_abc_index_aus200_h4_major_abc_006.png
abc_forex_audjpy_h4_major_abc_005,invalid_or_negative,primary_h4_d1,major,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_036_abc_forex_audjpy_h4_major_abc_005.png
abc_forex_audjpy_h1_intermediate_abc_009,invalid_or_negative,auxiliary_h1_h4,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_025_abc_forex_audjpy_h1_intermediate_abc_009.png
abc_metals_xagusd_h1_intermediate_abc_003,abc_correction,auxiliary_h1_h4,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png
abc_index_aus200_h1_intermediate_abc_004,abc_correction,auxiliary_h1_h4,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_027_abc_index_aus200_h1_intermediate_abc_004.png
abc_forex_audjpy_h1_intermediate_abc_011,invalid_or_negative,auxiliary_h1_h4,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_028_abc_forex_audjpy_h1_intermediate_abc_011.png
abc_forex_audjpy_h1_minor_abc_007,abc_correction,auxiliary_h1_h4,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_029_abc_forex_audjpy_h1_minor_abc_007.png
abc_metals_xagusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_030_abc_metals_xagusd_h1_minor_abc_002.png
abc_index_aus200_h1_minor_abc_006,abc_correction,auxiliary_h1_h4,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,ambiguous_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_031_abc_index_aus200_h1_minor_abc_006.png
abc_forex_audjpy_h1_minor_abc_013,invalid_or_negative,auxiliary_h1_h4,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_032_abc_forex_audjpy_h1_minor_abc_013.png
abc_forex_audjpy_h1_major_abc_007,invalid_or_negative,auxiliary_h1_h4,major,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_033_abc_forex_audjpy_h1_major_abc_007.png
abc_metals_xagusd_h1_major_abc_006,abc_correction,auxiliary_h1_h4,major,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_034_abc_metals_xagusd_h1_major_abc_006.png
abc_index_aus200_h1_major_abc_002,abc_correction,auxiliary_h1_h4,major,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_035_abc_index_aus200_h1_major_abc_002.png
abc_forex_eurusd_h1_major_abc_002,abc_correction,auxiliary_h1_h4,major,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_036_abc_forex_eurusd_h1_major_abc_002.png
abc_metals_xagusd_h4_intermediate_abc_003,invalid_or_negative,primary_h4_d1,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_metals_xagusd_h4_intermediate_abc_003.png
abc_forex_gbpusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_forex_gbpusd_h1_minor_abc_002.png
abc_forex_gbpusd_h1_intermediate_abc_002,abc_correction,auxiliary_h1_h4,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_forex_gbpusd_h1_intermediate_abc_002.png
abc_forex_gbpusd_h1_major_abc_003,abc_correction,auxiliary_h1_h4,major,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_forex_gbpusd_h1_major_abc_003.png
abc_metals_xagusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,minor,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_metals_xagusd_h1_minor_abc_002.png
