candidate_id,resolved_market_group,source_scope,symbol,timeframe,swing_degree,review_category,phase256_policy_bucket,phase259_candidate_bucket,phase259_bucket_change_vs_256,phase256_score,phase259_candidate_score,phase259_score_delta_vs_256,phase259_prominence_diagnostic,percentile_scope_used,robust_prominence_percentile,phase259_policy_reason,phase259_policy_warning,chart_path
hard_invalid_exp252_metals_xagusd_h4_major_impulse_001,Metals,h4_d1,XAGUSD.r,H4,major,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\053_hard_invalid_exp252_metals_xagusd_h4_major_impulse_001.png
hard_invalid_exp252_index_aus200_h4_major_impulse_002,Index,h4_d1,AUS200,H4,major,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\054_hard_invalid_exp252_index_aus200_h4_major_impulse_002.png
impulse_aux252b_forex_audjpy_h1_minor_impulse_007,Forex Majors,h1_h4,AUDJPY.r,H1,minor,impulse,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,27.0,35.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.75,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\001_impulse_aux252b_forex_audjpy_h1_minor_impulse_007.png
impulse_aux252b_metals_xagusd_h1_minor_impulse_005,Metals,h1_h4,XAGUSD.r,H1,minor,impulse,auxiliary_low_prominence_substructure,candidate_auxiliary_low_prominence_substructure,unchanged,35.0,38.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.6,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png
impulse_aux252b_index_aus200_h1_minor_impulse_014,Index,h1_h4,AUS200,H1,minor,impulse,auxiliary_low_prominence_substructure,candidate_auxiliary_low_prominence_substructure,unchanged,25.0,28.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.4,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\003_impulse_aux252b_index_aus200_h1_minor_impulse_014.png
impulse_aux252b_forex_audjpy_h1_minor_impulse_016,Forex Majors,h1_h4,AUDJPY.r,H1,minor,impulse,auxiliary_low_prominence_substructure,candidate_auxiliary_low_prominence_substructure,unchanged,35.0,38.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,1.0,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\004_impulse_aux252b_forex_audjpy_h1_minor_impulse_016.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016,Forex Majors,h1_h4,AUDJPY.r,H1,intermediate,impulse,auxiliary_substructure,candidate_auxiliary_substructure,unchanged,69.0,72.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.875,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\005_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016.png
impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036,Metals,h1_h4,XAGUSD.r,H1,intermediate,impulse,auxiliary_low_prominence_substructure,candidate_auxiliary_low_prominence_substructure,unchanged,45.0,37.0,-8.0,true_low_prominence,symbol_timeframe_degree,0.2,"Low prominence confirmed; no quality upgrade allowed. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png
impulse_aux252b_index_aus200_h1_intermediate_impulse_007,Index,h1_h4,AUS200,H1,intermediate,impulse,auxiliary_low_prominence_substructure,candidate_auxiliary_low_prominence_substructure,unchanged,52.0,60.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.2,"Prominence diagnostic supports the existing bucket but does not create a signal. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022,Forex Majors,h1_h4,AUDJPY.r,H1,intermediate,impulse,auxiliary_low_prominence_substructure,candidate_auxiliary_low_prominence_substructure,unchanged,49.0,52.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,1.0,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png
impulse_aux252b_forex_audjpy_h1_major_impulse_006,Forex Majors,h1_h4,AUDJPY.r,H1,major,impulse,auxiliary_substructure,candidate_auxiliary_substructure,unchanged,55.0,58.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.625,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\009_impulse_aux252b_forex_audjpy_h1_major_impulse_006.png
impulse_aux252b_metals_xagusd_h1_major_impulse_025,Metals,h1_h4,XAGUSD.r,H1,major,impulse,auxiliary_substructure,candidate_auxiliary_substructure,unchanged,56.0,59.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.8,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\010_impulse_aux252b_metals_xagusd_h1_major_impulse_025.png
impulse_aux252b_index_aus200_h1_major_impulse_028,Index,h1_h4,AUS200,H1,major,impulse,auxiliary_substructure,candidate_auxiliary_substructure,unchanged,45.0,48.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,1.0,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\011_impulse_aux252b_index_aus200_h1_major_impulse_028.png
impulse_aux252b_forex_audjpy_h1_major_impulse_017,Forex Majors,h1_h4,AUDJPY.r,H1,major,impulse,experimental_only,candidate_experimental_only,unchanged,38.0,41.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.75,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\012_impulse_aux252b_forex_audjpy_h1_major_impulse_017.png
partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_002,Forex Majors,h1_h4,AUDJPY.r,H1,intermediate,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\013_partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_002.png
partial_123_aux252b_metals_xagusd_h1_intermediate_partial123_001,Metals,h1_h4,XAGUSD.r,H1,intermediate,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.8,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\014_partial_123_aux252b_metals_xagusd_h1_intermediate_partial123_001.png
partial_123_aux252b_index_aus200_h1_intermediate_partial123_003,Index,h1_h4,AUS200,H1,intermediate,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.7,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\015_partial_123_aux252b_index_aus200_h1_intermediate_partial123_003.png
partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_005,Forex Majors,h1_h4,AUDJPY.r,H1,intermediate,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.5625,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\016_partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_005.png
partial_123_aux252b_forex_audjpy_h1_minor_partial123_002,Forex Majors,h1_h4,AUDJPY.r,H1,minor,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\017_partial_123_aux252b_forex_audjpy_h1_minor_partial123_002.png
partial_123_aux252b_metals_xagusd_h1_minor_partial123_001,Metals,h1_h4,XAGUSD.r,H1,minor,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.8,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\018_partial_123_aux252b_metals_xagusd_h1_minor_partial123_001.png
partial_123_aux252b_index_aus200_h1_minor_partial123_007,Index,h1_h4,AUS200,H1,minor,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.2,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\019_partial_123_aux252b_index_aus200_h1_minor_partial123_007.png
partial_123_aux252b_forex_audjpy_h1_minor_partial123_007,Forex Majors,h1_h4,AUDJPY.r,H1,minor,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4375,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\020_partial_123_aux252b_forex_audjpy_h1_minor_partial123_007.png
partial_123_aux252b_forex_audjpy_h1_major_partial123_001,Forex Majors,h1_h4,AUDJPY.r,H1,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\021_partial_123_aux252b_forex_audjpy_h1_major_partial123_001.png
partial_123_aux252b_metals_xagusd_h1_major_partial123_002,Metals,h1_h4,XAGUSD.r,H1,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.3,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\022_partial_123_aux252b_metals_xagusd_h1_major_partial123_002.png
partial_123_aux252b_index_aus200_h1_major_partial123_003,Index,h1_h4,AUS200,H1,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\023_partial_123_aux252b_index_aus200_h1_major_partial123_003.png
partial_123_aux252b_forex_audjpy_h1_major_partial123_006,Forex Majors,h1_h4,AUDJPY.r,H1,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4375,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\024_partial_123_aux252b_forex_audjpy_h1_major_partial123_006.png
abc_aux252b_forex_audjpy_h1_intermediate_abc_002,Forex Majors,h1_h4,AUDJPY.r,H1,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\025_abc_aux252b_forex_audjpy_h1_intermediate_abc_002.png
abc_aux252b_metals_xagusd_h1_intermediate_abc_003,Metals,h1_h4,XAGUSD.r,H1,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.5,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\026_abc_aux252b_metals_xagusd_h1_intermediate_abc_003.png
abc_aux252b_index_aus200_h1_intermediate_abc_003,Index,h1_h4,AUS200,H1,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.7,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\027_abc_aux252b_index_aus200_h1_intermediate_abc_003.png
abc_aux252b_forex_audjpy_h1_intermediate_abc_005,Forex Majors,h1_h4,AUDJPY.r,H1,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.5625,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\028_abc_aux252b_forex_audjpy_h1_intermediate_abc_005.png
abc_aux252b_forex_audjpy_h1_minor_abc_002,Forex Majors,h1_h4,AUDJPY.r,H1,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\029_abc_aux252b_forex_audjpy_h1_minor_abc_002.png
abc_aux252b_metals_xagusd_h1_minor_abc_005,Metals,h1_h4,XAGUSD.r,H1,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\030_abc_aux252b_metals_xagusd_h1_minor_abc_005.png
abc_aux252b_index_aus200_h1_minor_abc_003,Index,h1_h4,AUS200,H1,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.8,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\031_abc_aux252b_index_aus200_h1_minor_abc_003.png
abc_aux252b_forex_audjpy_h1_minor_abc_007,Forex Majors,h1_h4,AUDJPY.r,H1,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4375,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\032_abc_aux252b_forex_audjpy_h1_minor_abc_007.png
abc_aux252b_forex_audjpy_h1_major_abc_001,Forex Majors,h1_h4,AUDJPY.r,H1,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\033_abc_aux252b_forex_audjpy_h1_major_abc_001.png
abc_aux252b_metals_xagusd_h1_major_abc_002,Metals,h1_h4,XAGUSD.r,H1,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.3,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\034_abc_aux252b_metals_xagusd_h1_major_abc_002.png
abc_aux252b_index_aus200_h1_major_abc_003,Index,h1_h4,AUS200,H1,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\035_abc_aux252b_index_aus200_h1_major_abc_003.png
abc_aux252b_forex_audjpy_h1_major_abc_006,Forex Majors,h1_h4,AUDJPY.r,H1,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4375,"Candidate policy keeps 2.5.6-compatible baseline bucket. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\036_abc_aux252b_forex_audjpy_h1_major_abc_006.png
near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005,Forex Majors,h1_h4,AUDJPY.r,H1,intermediate,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,3.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.75,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\037_near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005.png
near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003,Metals,h1_h4,XAGUSD.r,H1,intermediate,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,3.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.5,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\038_near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003.png
near_miss_aux252b_index_aus200_h1_intermediate_impulse_003,Index,h1_h4,AUS200,H1,intermediate,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,3.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.7,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\039_near_miss_aux252b_index_aus200_h1_intermediate_impulse_003.png
near_miss_aux252b_forex_audjpy_h1_minor_impulse_009,Forex Majors,h1_h4,AUDJPY.r,H1,minor,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.625,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\040_near_miss_aux252b_forex_audjpy_h1_minor_impulse_009.png
near_miss_aux252b_metals_xagusd_h1_minor_impulse_012,Metals,h1_h4,XAGUSD.r,H1,minor,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.2,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6. Metals improvement remains diagnostic/watchlist until manual confirmation.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\041_near_miss_aux252b_metals_xagusd_h1_minor_impulse_012.png
near_miss_aux252b_index_aus200_h1_minor_impulse_003,Index,h1_h4,AUS200,H1,minor,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,3.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.8,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\042_near_miss_aux252b_index_aus200_h1_minor_impulse_003.png
near_miss_aux252b_forex_audjpy_h1_major_impulse_019,Forex Majors,h1_h4,AUDJPY.r,H1,major,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,3.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.875,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\043_near_miss_aux252b_forex_audjpy_h1_major_impulse_019.png
near_miss_aux252b_metals_xagusd_h1_major_impulse_002,Metals,h1_h4,XAGUSD.r,H1,major,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.6,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6. Metals improvement remains diagnostic/watchlist until manual confirmation.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\044_near_miss_aux252b_metals_xagusd_h1_major_impulse_002.png
near_miss_aux252b_index_aus200_h1_major_impulse_007,Index,h1_h4,AUS200,H1,major,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,3.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.8,"Robust prominence confirms existing scale; no automatic bucket upgrade is required. H1/H4 remains auxiliary, not a primary base.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\045_near_miss_aux252b_index_aus200_h1_major_impulse_007.png
